dataset,label,value,category
chart_preference,9/30/2021,77,behavioral
chart_preference,10/31/2021,77,behavioral
chart_preference,11/30/2021,50,behavioral
chart_preference,12/31/2021,28,behavioral
chart_preference,1/31/2022,33,behavioral
chart_preference,2/28/2022,28,behavioral
chart_preference,3/31/2022,21,behavioral
chart_preference,4/30/2022,12,behavioral
chart_preference,5/31/2022,10,behavioral
chart_preference,6/30/2022,5,behavioral
chart_preference,7/31/2022,9,behavioral
chart_preference,8/31/2022,5,behavioral
chart_preference,9/30/2022,5,behavioral
chart_preference,10/31/2022,5,behavioral
chart_preference,11/30/2022,5,behavioral
chart_preference,12/31/2022,5,behavioral
chart_preference,1/31/2023,7,behavioral
chart_preference,2/28/2023,7,behavioral
chart_preference,3/31/2023,12,behavioral
chart_preference,4/30/2023,9,behavioral
chart_preference,5/31/2023,9,behavioral
chart_preference,6/30/2023,18,behavioral
chart_preference,7/31/2023,13,behavioral
chart_preference,8/31/2023,18,behavioral
chart_preference,9/30/2023,20,behavioral
chart_preference,10/31/2023,13,behavioral
chart_preference,11/30/2023,28,behavioral
chart_preference,12/31/2023,45,behavioral
chart_preference,1/31/2024,32,behavioral
chart_preference,2/29/2024,33,behavioral
chart_preference,3/31/2024,45,behavioral
chart_preference,4/30/2024,50,behavioral
chart_preference,5/31/2024,45,behavioral
chart_preference,6/30/2024,32,behavioral
chart_preference,7/31/2024,32,behavioral
chart_preference,8/31/2024,32,behavioral
chart_preference,9/30/2024,32,behavioral
chart_preference,10/31/2024,63,behavioral
chart_preference,11/30/2024,68,behavioral
chart_preference,12/31/2024,45,behavioral
chart_preference,1/31/2025,62,behavioral
chart_preference,2/28/2025,45,behavioral
chart_preference,3/31/2025,28,behavioral
chart_preference,4/30/2025,28,behavioral
chart_preference,5/31/2025,45,behavioral
chart_preference,6/30/2025,49,behavioral
chart_preference,7/31/2025,62,behavioral
chart_preference,8/31/2025,50,behavioral
chart_preference,9/30/2025,33,behavioral
chart_preference,10/31/2025,17,behavioral
chart_preference,11/30/2025,12,behavioral
chart_preference,12/31/2025,13,behavioral
chart_preference,1/31/2026,7,behavioral
chart_preference,2/28/2026,9,behavioral
chart_preference,3/31/2026,9,behavioral
chart_preference,4/30/2026,12,behavioral
chart_preference,5/31/2026,10,behavioral
chart_preference,6/30/2026,10,behavioral
chart_preference,7/31/2026,6,behavioral
info_aeo,AsOfDate,6/30/2026,behavioral
info_aeo,ChartDateRange,2016-08-31 to 2026-06-30,behavioral
info_aeo,ChartDescription,"The Market Type chart displays Quartz's Market Type Score, based on the Active Equity Opportunity metric, which gauges the degree of dispersion/differentiation among individual stock returns within the market.",behavioral
info_aeo,ChartInterpretation,"A high Score indicates elevated dispersion among individual stocks, a market environment where stock-picking (active management) has more opportunity to add value. A low Score indicates stocks are moving more uniformly together (higher correlation), an environment that is typically more favorable to passive/index-based exposure.",behavioral
info_aeo,ChartLabel,Market Type,behavioral
info_aeo,ChartMetric,Active Equity Opportunity,behavioral
info_aeo,ChartSource,Quartz Partners,behavioral
info_aeo,CurrentScore,88,behavioral
info_aeo,CurrentValue,29.3541,behavioral
info_aeo,OneYearTrend,Improving,behavioral
info_barometer,AsOfDate,7/31/2026,behavioral
info_barometer,ChartDateRange,2016-08-31 to 2026-07-31,behavioral
info_barometer,ChartDescription,"The Market Barometer chart displays Quartz's Market Barometer Score, based on the average of Quartz's three Behavioral Market Barometers: US Large Cap, US Small Cap, and International Developed.",behavioral
info_barometer,ChartInterpretation,"A high Score corresponds to a higher blended expected forward return for equities, a favorable backdrop for risk assets. A low Score corresponds to a lower blended expected forward return, suggesting a more cautious return outlook.",behavioral
info_barometer,ChartLabel,Market Barometer,behavioral
info_barometer,ChartMetric,Blended Expected Equity Market Returns,behavioral
info_barometer,ChartSource,Quartz Partners,behavioral
info_barometer,CurrentScore,67,behavioral
info_barometer,CurrentValue,11.6667,behavioral
info_barometer,OneYearTrend,Improving,behavioral
info_preference,AsOfDate,7/31/2026,behavioral
info_preference,ChartDateRange,2016-08-31 to 2026-07-31,behavioral
info_preference,ChartDescription,"The Equity Preference chart displays Quartz's Equity Preference Score, based on the ranking of current investor preference for equity strategies versus the ranking of long-term investor preference for equity strategies.",behavioral
info_preference,ChartInterpretation,"A high Score indicates an allocation favoring equities over cash equivalents (a risk-on posture), while a low Score indicates an allocation favoring cash equivalents over equities (a more cautious or risk-off posture).",behavioral
info_preference,ChartLabel,Equity Preference,behavioral
info_preference,ChartMetric,Investor Preference for Equities,behavioral
info_preference,ChartSource,Quartz Partners,behavioral
info_preference,CurrentScore,6,behavioral
info_preference,CurrentValue,6,behavioral
info_preference,OneYearTrend,Weakening,behavioral
chart_fincond,8/27/2021,-0.646,credit
chart_fincond,9/24/2021,-0.652,credit
chart_fincond,10/29/2021,-0.62,credit
chart_fincond,11/26/2021,-0.55,credit
chart_fincond,12/31/2021,-0.555,credit
chart_fincond,1/28/2022,-0.539,credit
chart_fincond,2/25/2022,-0.437,credit
chart_fincond,3/25/2022,-0.372,credit
chart_fincond,4/29/2022,-0.335,credit
chart_fincond,5/27/2022,-0.257,credit
chart_fincond,6/24/2022,-0.17,credit
chart_fincond,7/29/2022,-0.217,credit
chart_fincond,8/26/2022,-0.223,credit
chart_fincond,9/30/2022,-0.105,credit
chart_fincond,10/28/2022,-0.124,credit
chart_fincond,11/25/2022,-0.179,credit
chart_fincond,12/30/2022,-0.221,credit
chart_fincond,1/27/2023,-0.305,credit
chart_fincond,2/24/2023,-0.268,credit
chart_fincond,3/31/2023,-0.151,credit
chart_fincond,4/28/2023,-0.189,credit
chart_fincond,5/26/2023,-0.212,credit
chart_fincond,6/30/2023,-0.227,credit
chart_fincond,7/28/2023,-0.278,credit
chart_fincond,8/25/2023,-0.332,credit
chart_fincond,9/29/2023,-0.311,credit
chart_fincond,10/27/2023,-0.284,credit
chart_fincond,11/24/2023,-0.319,credit
chart_fincond,12/29/2023,-0.365,credit
chart_fincond,1/26/2024,-0.394,credit
chart_fincond,2/23/2024,-0.424,credit
chart_fincond,3/29/2024,-0.43,credit
chart_fincond,4/26/2024,-0.411,credit
chart_fincond,5/31/2024,-0.407,credit
chart_fincond,6/28/2024,-0.379,credit
chart_fincond,7/26/2024,-0.359,credit
chart_fincond,8/30/2024,-0.389,credit
chart_fincond,9/27/2024,-0.425,credit
chart_fincond,10/25/2024,-0.443,credit
chart_fincond,11/29/2024,-0.473,credit
chart_fincond,12/27/2024,-0.482,credit
chart_fincond,1/31/2025,-0.505,credit
chart_fincond,2/28/2025,-0.477,credit
chart_fincond,3/28/2025,-0.407,credit
chart_fincond,4/25/2025,-0.388,credit
chart_fincond,5/30/2025,-0.464,credit
chart_fincond,6/27/2025,-0.493,credit
chart_fincond,7/25/2025,-0.515,credit
chart_fincond,8/29/2025,-0.524,credit
chart_fincond,9/26/2025,-0.522,credit
chart_fincond,10/31/2025,-0.51,credit
chart_fincond,11/28/2025,-0.505,credit
chart_fincond,12/26/2025,-0.533,credit
chart_fincond,1/30/2026,-0.56,credit
chart_fincond,2/27/2026,-0.503,credit
chart_fincond,3/27/2026,-0.454,credit
chart_fincond,4/24/2026,-0.489,credit
chart_fincond,5/29/2026,-0.495,credit
chart_fincond,6/26/2026,-0.511,credit
chart_fincond,7/17/2026,-0.552,credit
chart_highyield,8/31/2021,3.21,credit
chart_highyield,9/30/2021,3.15,credit
chart_highyield,10/31/2021,3.15,credit
chart_highyield,11/30/2021,3.67,credit
chart_highyield,12/31/2021,3.1,credit
chart_highyield,1/31/2022,3.63,credit
chart_highyield,2/28/2022,3.77,credit
chart_highyield,3/31/2022,3.43,credit
chart_highyield,4/30/2022,3.97,credit
chart_highyield,5/31/2022,4.22,credit
chart_highyield,6/30/2022,5.87,credit
chart_highyield,7/31/2022,4.83,credit
chart_highyield,8/31/2022,5.03,credit
chart_highyield,9/30/2022,5.43,credit
chart_highyield,10/31/2022,4.63,credit
chart_highyield,11/30/2022,4.55,credit
chart_highyield,12/31/2022,4.81,credit
chart_highyield,1/31/2023,4.3,credit
chart_highyield,2/28/2023,4.22,credit
chart_highyield,3/31/2023,4.58,credit
chart_highyield,4/30/2023,4.53,credit
chart_highyield,5/31/2023,4.69,credit
chart_highyield,6/30/2023,4.05,credit
chart_highyield,7/31/2023,3.79,credit
chart_highyield,8/31/2023,3.85,credit
chart_highyield,9/30/2023,4.03,credit
chart_highyield,10/31/2023,4.42,credit
chart_highyield,11/30/2023,3.84,credit
chart_highyield,12/31/2023,3.39,credit
chart_highyield,1/31/2024,3.59,credit
chart_highyield,2/29/2024,3.29,credit
chart_highyield,3/31/2024,3.15,credit
chart_highyield,4/30/2024,3.18,credit
chart_highyield,5/31/2024,3.2,credit
chart_highyield,6/30/2024,3.21,credit
chart_highyield,7/31/2024,3.25,credit
chart_highyield,8/31/2024,3.17,credit
chart_highyield,9/30/2024,3.03,credit
chart_highyield,10/31/2024,2.88,credit
chart_highyield,11/30/2024,2.74,credit
chart_highyield,12/31/2024,2.92,credit
chart_highyield,1/31/2025,2.68,credit
chart_highyield,2/28/2025,2.87,credit
chart_highyield,3/31/2025,3.55,credit
chart_highyield,4/30/2025,3.94,credit
chart_highyield,5/31/2025,3.32,credit
chart_highyield,6/30/2025,2.96,credit
chart_highyield,7/31/2025,2.86,credit
chart_highyield,8/31/2025,2.84,credit
chart_highyield,9/30/2025,2.8,credit
chart_highyield,10/31/2025,2.94,credit
chart_highyield,11/30/2025,2.92,credit
chart_highyield,12/31/2025,2.81,credit
chart_highyield,1/31/2026,2.88,credit
chart_highyield,2/28/2026,3.12,credit
chart_highyield,3/31/2026,3.28,credit
chart_highyield,4/30/2026,2.83,credit
chart_highyield,5/31/2026,2.74,credit
chart_highyield,6/30/2026,2.75,credit
chart_highyield,7/24/2026,2.79,credit
chart_monsupply,8/31/2021,22.8236,credit
chart_monsupply,9/30/2021,23.0358,credit
chart_monsupply,10/31/2021,23.4717,credit
chart_monsupply,11/30/2021,23.874,credit
chart_monsupply,12/31/2021,24.1994,credit
chart_monsupply,1/31/2022,24.4512,credit
chart_monsupply,2/28/2022,24.2599,credit
chart_monsupply,3/31/2022,23.9951,credit
chart_monsupply,4/30/2022,23.2791,credit
chart_monsupply,5/31/2022,22.3829,credit
chart_monsupply,6/30/2022,21.3922,credit
chart_monsupply,7/31/2022,20.7961,credit
chart_monsupply,8/31/2022,20.1196,credit
chart_monsupply,9/30/2022,18.9575,credit
chart_monsupply,10/31/2022,17.9518,credit
chart_monsupply,11/30/2022,17.0637,credit
chart_monsupply,12/31/2022,15.8528,credit
chart_monsupply,1/31/2023,15.2147,credit
chart_monsupply,2/28/2023,14.4432,credit
chart_monsupply,3/31/2023,12.2876,credit
chart_monsupply,4/30/2023,10.7401,credit
chart_monsupply,5/31/2023,10.5516,credit
chart_monsupply,6/30/2023,9.8411,credit
chart_monsupply,7/31/2023,9.252,credit
chart_monsupply,8/31/2023,8.6348,credit
chart_monsupply,9/30/2023,7.9413,credit
chart_monsupply,10/31/2023,7.3293,credit
chart_monsupply,11/30/2023,6.8648,credit
chart_monsupply,12/31/2023,6.4936,credit
chart_monsupply,1/31/2024,6.2993,credit
chart_monsupply,2/29/2024,6.1917,credit
chart_monsupply,3/31/2024,5.8991,credit
chart_monsupply,4/30/2024,5.3029,credit
chart_monsupply,5/31/2024,5.084,credit
chart_monsupply,6/30/2024,4.799,credit
chart_monsupply,7/31/2024,4.4107,credit
chart_monsupply,8/31/2024,4.3414,credit
chart_monsupply,9/30/2024,4.228,credit
chart_monsupply,10/31/2024,4.0137,credit
chart_monsupply,11/30/2024,4.0799,credit
chart_monsupply,12/31/2024,3.7243,credit
chart_monsupply,1/31/2025,3.5075,credit
chart_monsupply,2/28/2025,3.3047,credit
chart_monsupply,3/31/2025,3.1721,credit
chart_monsupply,4/30/2025,3.0478,credit
chart_monsupply,5/31/2025,2.8087,credit
chart_monsupply,6/30/2025,2.7883,credit
chart_monsupply,7/31/2025,2.6578,credit
chart_monsupply,8/31/2025,2.4564,credit
chart_monsupply,9/30/2025,2.3312,credit
chart_monsupply,10/31/2025,2.1651,credit
chart_monsupply,11/30/2025,1.804,credit
chart_monsupply,12/31/2025,1.6436,credit
chart_monsupply,1/31/2026,1.4813,credit
chart_monsupply,2/28/2026,1.866,credit
chart_monsupply,3/31/2026,1.6248,credit
chart_monsupply,4/30/2026,1.6465,credit
chart_monsupply,5/31/2026,2.2399,credit
info_fincond,AsOfDate,7/17/2026,credit
info_fincond,ChartDateRange,2021-08-27 to 2026-07-17,credit
info_fincond,ChartDescription,"The Financial Conditions chart displays the Chicago Fed National Financial Conditions Index (NFCI), a composite measure of risk, credit, and leverage conditions in U.S. money, debt, and equity markets.",credit
info_fincond,ChartInterpretation,"A negative NFCI reading corresponds to looser-than-average financial conditions, which is supportive of economic growth and risk assets. A positive NFCI reading corresponds to tighter-than-average conditions, which acts as a headwind and has historically preceded economic slowdowns.",credit
info_fincond,ChartLabel,Financial Conditions,credit
info_fincond,ChartMetric,Chicago Financial Conditions Index,credit
info_fincond,ChartSource,Federal Reserve (https://fred.stlouisfed.org/series/NFCI),credit
info_fincond,CurrentScore,69,credit
info_fincond,CurrentValue,-0.552,credit
info_fincond,OneYearTrend,Improving,credit
info_highyield,AsOfDate,7/24/2026,credit
info_highyield,ChartDateRange,2021-08-31 to 2026-07-24,credit
info_highyield,ChartDescription,"The High-Yield Spread chart displays the ICE BofA US High Yield Index option-adjusted spread, the extra yield high-yield (""junk"") corporate bonds pay over comparable-maturity U.S. Treasuries.",credit
info_highyield,ChartInterpretation,"A low reading corresponds to a narrow/tightening spread, signaling investor confidence and easy credit conditions, which is favorable for risk assets. A high reading corresponds to a  wide/widening spread, signaling rising credit risk and tightening financial conditions, which is often a leading indicator of economic stress.",credit
info_highyield,ChartLabel,High-Yield Spread,credit
info_highyield,ChartMetric,ICE BofA US High Yield Index,credit
info_highyield,ChartSource,Federal Reserve (https://fred.stlouisfed.org/series/BAMLH0A0HYM2),credit
info_highyield,CurrentScore,95,credit
info_highyield,CurrentValue,2.79,credit
info_highyield,OneYearTrend,Improving,credit
info_monsupply,AsOfDate,5/31/2026,credit
